id,name,subject,subject_abbreviation,total_students,avg_gpa
1408,Intro-Africn Art&Architectr,Afro-American Studies,AFROAMER,737,3.584425036
1409,Intro-Africn Art&Architectr,Art History,ART HIST,737,3.584425036
1410,Intro-Amer Indian Studies,American Indian Studies,AMER IND,1000,3.651422764
1411,Intro-Amer Politcs&Governmt,Political Science,POLI SCI,9267,2.86359673
1412,Intro-Artificl Intelligence,Computer Sciences,COMP SCI,2985,3.120759837
1413,Intro-Artificl Neural Ntwrk,Computer Sciences,COMP SCI,149,3.104477612
1414,Intro-Artificl Neural Ntwrk,Electrical and Computer Engineering,E C E,149,3.104477612
1415,Intro-Artificl Neural Ntwrk,Mechanical Engineering,M E,149,3.104477612
1416,Intro-Biblical Archaeology,Classics,CLASSICS,108,3.178947368
1417,Intro-Biblical Archaeology,HEBREW,HEBR ST,108,3.178947368
1418,Intro-Biblical Archaeology,Jewish Studies,JEWISH,108,3.178947368
1419,Intro-Black Women Writers,Afro-American Studies,AFROAMER,941,3.476138829
1420,Intro-Black Women Writers,Gender and Women’s Studies,GEN&WS,941,3.476138829
1421,Intro-Brit & Amer Lit pre-1914,English,ENGL,1859,3.271703297
1422,Intro-Brit & Amer Lit pre-1914,ENGLISH,ENGLISH,1859,3.271703297
1423,Intro-Brownian Motn&Stoch Calc,Mathematics,MATH,76,3.466666667
1424,Intro-Byzantine History&Civ,History,HISTORY,71,3.217741935
1425,Intro-Byzantine History&Civ,Medieval Studies,MEDIEVAL,71,3.217741935
1426,Intro-Combinatorics,Computer Sciences,COMP SCI,851,3.102245863
1427,Intro-Combinatorics,Mathematics,MATH,851,3.102245863
1428,Intro-Combinatorics,Statistics,STAT,851,3.102245863
1429,Intro-Combinatrl Optimizatn,Computer Sciences,COMP SCI,86,3.220930233
1430,Intro-Combinatrl Optimizatn,Industrial and Systems Engineering,I SY E,86,3.220930233
1431,Intro-Combinatrl Optimizatn,Mathematics,MATH,86,3.220930233
1432,Intro-Community & Envir Soc,Community and Environmental Sociology,C&E SOC,1163,3.384515571
1433,Intro-Community & Envir Soc,Sociology,SOC,1163,3.384515571
1434,Intro-Comparative Politics,Political Science,POLI SCI,3732,2.950471063
1435,Intro-Comparatv Ethnic Studies,Asian American Studies,ASIAN AM,535,3.664136622
1436,Intro-Comparatv Ethnic Studies,Chicana/o and Latina/o Studies,CHICLA,535,3.664136622
1437,Intro-Comparatv Ethnic Studies,Folklore Program,FOLKLORE,535,3.664136622
1438,Intro-Competitv Manufactrng,Mechanical Engineering,M E,306,3.232026144
1439,Intro-Computer Architecture,Computer Sciences,COMP SCI,1180,3.172664953
1440,Intro-Computer Architecture,Electrical and Computer Engineering,E C E,1180,3.172664953
1441,Intro-Contemp Afro-Am Soc,Afro-American Studies,AFROAMER,459,2.952898551
1442,Intro-Digital Media Production,Communication Arts,COM ARTS,1326,3.622826909
1443,Intro-Drug Actn&Delivery II,Pharmaceutical Sciences,PHM SCI,1229,2.973105134
1444,Intro-E Asian History:China,East Asian Area Studies,E A STDS,683,3.473966309
1445,Intro-E Asian History:China,History,HISTORY,683,3.473966309
1446,Intro-E Asian History:Japan,East Asian Area Studies,E A STDS,528,3.177669903
1447,Intro-E Asian History:Japan,History,HISTORY,528,3.177669903
1448,Intro-Environmental Health,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,1308,3.55925639
1449,Intro-Environmental Health,Population Health Sciences,POP HLTH,1308,3.55925639
1450,Intro-Ethnic&Multicultural Lit,English,ENGL,1044,3.346859903
1451,Intro-Ethnic&Multicultural Lit,ENGLISH,ENGLISH,1044,3.346859903
1452,Intro-Field of Social Work,Social Work,SOC WORK,2188,3.484137931
1453,Intro-German Lit & Culture I,German,GERMAN,342,3.429411765
1454,Intro-German Lit & Culture II,German,GERMAN,165,3.451515152
1455,Intro-Hispanic Literatures,Spanish (Spanish and Portuguese),SPANISH,4245,3.538388626
1456,Intro-Internatl Relations,Political Science,POLI SCI,7578,3.021119254
1457,Intro-Interpersonal Com,Communication Arts,COM ARTS,2741,3.111781925
1458,Intro-Japanese Culture&Civ,East Asian Languages and Literature,E ASIAN,466,3.26681128
1459,Intro-Luso-Afro-Brazilian Lit,Literature in Translation,LITTRANS,277,3.466542751
1460,Intro-Measure & Integration,Mathematics,MATH,162,3.391447368
1461,Intro-Meat Sci & Technology,Animal Sciences,AN SCI,228,2.973684211
1462,Intro-Meat Sci & Technology,Food Science,FOOD SCI,228,2.973684211
1463,Intro-Medical Physics,Medical Physics,MED PHYS,181,3.267241379
1464,Intro-Medical Physics,Physics,PHYSICS,181,3.267241379
1465,Intro-Movement Analysis,Dance,DANCE,199,3.841836735
1466,Intro-Mus Cult of the World,Folklore Program,FOLKLORE,2001,3.520637409
1467,Intro-Mus Cult of the World,Music,MUSIC,2001,3.520637409
1468,Intro-Philos of Religion,Philosophy,PHILOS,340,3.270516717
1469,Intro-Philos of Religion,Religious Studies,RELIG ST,340,3.270516717
1470,Intro-Phm Prac Experience III,Pharmacy Practice,PHM PRAC,1216,3.917079208
1471,Intro-Physical Oceanography,Atmospheric and Oceanic Sciences,ATM OCN,120,3.375
1472,Intro-Progm Langs&Compilers,Computer Sciences,COMP SCI,1354,3.129739777
1473,Intro-Quality Engineering,Industrial and Systems Engineering,I SY E,544,3.639146568
1474,Intro-Random Sig Anal&Stats,Electrical and Computer Engineering,E C E,460,2.980306346
1475,Intro-Rural Sociol&Development,Community and Environmental Sociology,C&E SOC,358,3.217948718
1476,Intro-Rural Sociol&Development,Sociology,SOC,358,3.217948718
1477,Intro-Scientific Communication,FAMILY AND CONSUMER COMMUNICATIONS,FAM COM,699,3.702312139
1478,Intro-Scientific Communication,Life Sciences Communication,LSC,699,3.702312139
1479,Intro-Social Psychology,Psychology,PSYCH,3154,3.04857782
1480,Intro-Social Psychology,Sociology,SOC,3154,3.04857782
1481,Intro-Society's Egr Challenges,Interdisciplinary Courses (Engineering),INTEREGR,1413,3.49644634
1482,Intro-Solid State Electronics,Electrical and Computer Engineering,E C E,723,3.152506964
1483,Intro-Solid State Electronics,Physics,PHYSICS,723,3.152506964
1484,Intro-Statistical Methods,Statistics,STAT,14622,3.082920962
1485,Intro-Stochastic Processes,Industrial and Systems Engineering,I SY E,867,3.044065805
1486,Intro-Stochastic Processes,Mathematics,MATH,867,3.044065805
1487,Intro-Stochastic Processes,Operations and Technology Management,OTM,867,3.044065805
1488,Intro-Stochastic Processes,Statistics,STAT,867,3.044065805
1489,Intro-Survey Theory & Meths,Statistics,STAT,191,3.25
1490,Intro-Theatre & Dramatic Lit,English,ENGL,8068,3.589673235
1491,Intro-Theatre & Dramatic Lit,Theatre and Drama,THEATRE,8068,3.589673235
1492,Intro-Theoretical Comp Sci,Computer Sciences,COMP SCI,45,2.922222222
1493,Intro-Theory of Probability,Mathematics,MATH,2248,2.886373823
1494,Intro-Theory of Probability,Statistics,STAT,2248,2.886373823
1495,Intro-Visual Comm & Research,Art Department,ART,114,3.294642857
1496,Intro-Yoruba Life & Culture,African Languages and Literature,AFRICAN,152,3.694630872
1497,Intro:History-Caribbean Soc,Afro-American Studies,AFROAMER,63,2.852459016
1498,Intro:History-Caribbean Soc,History,HISTORY,63,2.852459016
1499,Intro:Prob&Markov Chain Mod,Mathematics,MATH,286,2.826241135
1500,Introduction to Acting,Theatre and Drama,THEATRE,2956,3.78763624
1501,Introduction to Algorithms,Computer Sciences,COMP SCI,2640,3.136328872
1502,Introduction to Art,Art Department,ART,1767,3.87677456
1503,Introduction to Audiology,Communication Sciences and Disorders,CS&D,1003,3.760739261
1504,Introduction to Bioinformatics,Biostatistics and Medical Informatics,B M I,481,3.274617068
1505,Introduction to Bioinformatics,Computer Sciences,COMP SCI,481,3.274617068
1506,Introduction to Buddhism,East Asian Languages and Literature,E ASIAN,1141,3.422018349
1507,Introduction to Buddhism,History,HISTORY,1141,3.422018349
1508,Introduction to Buddhism,Languages and Cultures of Asia,LCA,1141,3.422018349
1509,Introduction to Buddhism,Religious Studies,RELIG ST,1141,3.422018349
1510,Introduction to Cartography,Geography,GEOG,1079,3.148764259
1511,Introduction to Computation,Computer Sciences,COMP SCI,772,3.45620915
1512,Introduction to Cryptography,Computer Sciences,COMP SCI,1130,2.914514693
1513,Introduction to Cryptography,Electrical and Computer Engineering,E C E,1130,2.914514693
1514,Introduction to Cryptography,Mathematics,MATH,1130,2.914514693
1515,Introduction to Cyberlaw,Legal Studies,LEGAL ST,142,3.241134752
1516,Introduction to Cyberlaw,Library and Information Studies,L I S,142,3.241134752
1517,Introduction to Digital Forms,Art Department,ART,1290,3.791471049
1518,Introduction to Entomology,Entomology,ENTOM,1121,3.262612613
1519,Introduction to Entomology,Zoology,ZOOLOGY,1121,3.262612613
1520,Introduction to Film,Communication Arts,COM ARTS,3362,3.071666163
1521,Introduction to Finance,Economics,ECON,9362,2.944635747
1522,Introduction to Finance,"Finance, Investment and Banking",FINANCE,9362,2.944635747
1523,Introduction to Folklore,Folklore Program,FOLKLORE,1079,3.530217186
1524,Introduction to Forestry,Forest and Wildlife Ecology,F&W ECOL,969,3.46105919
1525,Introduction to Geocomputing,Geography,GEOG,293,3.56993007
1526,Introduction to Global Health,Agronomy,AGRONOMY,2583,3.701590997
1527,Introduction to Global Health,Entomology,ENTOM,2583,3.701590997
1528,Introduction to Global Health,Nutritional Sciences,NUTR SCI,2583,3.701590997
1529,Introduction to Judaism,HEBREW,HEBR ST,1051,3.49902439
1530,Introduction to Judaism,Jewish Studies,JEWISH,1051,3.49902439
1531,Introduction to Judaism,Religious Studies,RELIG ST,1051,3.49902439
1532,Introduction to Kinesiology,Kinesiology,KINES,1940,3.637396694
1533,Introduction to Optimization,Computer Sciences,COMP SCI,254,3.306451613
1534,Introduction to Optimization,Electrical and Computer Engineering,E C E,254,3.306451613
1535,Introduction to Optimization,Industrial and Systems Engineering,I SY E,254,3.306451613
1536,Introduction to Painting,Art Department,ART,759,3.689814815
1537,Introduction to Philosophy,Philosophy,PHILOS,8767,3.179120753
1538,Introduction to Plasmas,Electrical and Computer Engineering,E C E,396,3.395140665
1539,Introduction to Plasmas,Nuclear Engineering,N E,396,3.395140665
1540,Introduction to Plasmas,Physics,PHYSICS,396,3.395140665
1541,Introduction to Programming,Computer Sciences,COMP SCI,9820,2.911278661
1542,Introduction to Psychology,Psychology,PSYCH,29219,2.839309041
1543,Introduction to Retailing,Consumer Science,CNSR SCI,391,3.731457801
1544,Introduction to Taoism,East Asian Languages and Literature,E ASIAN,562,3.278625954
1545,Introduction to Taoism,Religious Studies,RELIG ST,562,3.278625954
1546,Introduction to Television,Communication Arts,COM ARTS,2651,3.167235495
1547,Introduction to TESOL Methods,English,ENGL,430,3.775413712
1548,Introduction to TESOL Methods,ENGLISH,ENGLISH,430,3.775413712
1549,Introduction to the City,Geography,GEOG,1661,3.466916355
1550,Introduction to the City,Urban and Regional Planning,URB R PL,1661,3.466916355
1551,Introduction to Time Series,Statistics,STAT,246,3.338912134
1552,Introduction-Biochemistry,Biochemistry,BIOCHEM,11083,3.076961497
1553,Introduction-Human Factors,Industrial and Systems Engineering,I SY E,1465,3.569615912
1554,Introduction-Human Factors,Psychology,PSYCH,1465,3.569615912
1555,Introduction-Social Policy,Social Work,SOC WORK,1836,3.360229759
1556,Introductory Biology,Biology,BIOLOGY,25021,2.942271395
1557,Introductory Biology,Botany,BOTANY,25021,2.942271395
1558,Introductory Biology,Zoology,ZOOLOGY,25021,2.942271395
1559,Introductory Ecology,Botany,BOTANY,3137,3.100128576
1560,Introductory Ecology,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,3137,3.100128576
1561,Introductory Ecology,Zoology,ZOOLOGY,3137,3.100128576
1562,Introductory Econometrics,Economics,ECON,2109,2.993101808
1563,Introductory Ethics,Philosophy,PHILOS,4466,3.375621891
1564,Introductory Laboratory,Electrical and Computer Engineering,E C E,750,3.793449198
1565,Investment Theory,Economics,ECON,3326,3.243655589
1566,Investment Theory,"Finance, Investment and Banking",FINANCE,3326,3.243655589
1567,Ionizing Radiation,Nuclear Engineering,N E,352,3.167146974
1568,Irrigatn&Drainage Sys Dsgn,Biological Systems Engineering,BSE,131,3
1569,Islam in Iran,History,HISTORY,262,3.380851064
1570,Islam in Iran,Religious Studies,RELIG ST,262,3.380851064
1571,"Islam Wrld:MidEast,500-1500",History,HISTORY,750,3.351585014
1572,"Islam Wrld:MidEast,500-1500",Languages and Cultures of Asia,LCA,750,3.351585014
1573,"Islam Wrld:MidEast,500-1500",Religious Studies,RELIG ST,750,3.351585014
1574,Islam: Religion and Culture,African Languages and Literature,AFRICAN,829,3.585350318
1575,Islam: Religion and Culture,Languages and Cultures of Asia,LCA,829,3.585350318
1576,Islam: Religion and Culture,Religious Studies,RELIG ST,829,3.585350318
1577,Islamic Hist:Orig-Ottoman Empr,History,HISTORY,688,3.361196319
1578,Islamic Hist:Orig-Ottoman Empr,Religious Studies,RELIG ST,688,3.361196319
1579,Israeli Politics and Society,Jewish Studies,JEWISH,319,2.949180328
1580,Israeli Politics and Society,Political Science,POLI SCI,319,2.949180328
1581,"Issues in Ag, Envir & Life Sci",Interdisciplinary Courses (CALS),INTER-AG,1746,3.845094664
1582,Issues in Amer Ind Studies,American Indian Studies,AMER IND,1036,3.560650888
1583,Issues in Dev. Disabilities,Social Work,SOC WORK,299,3.761986301
1584,Issues in Psychology,Psychology,PSYCH,1605,3.661587302
1585,Issues-International Finance,Economics,ECON,177,3.443181818
1586,Ital-Speakrs of Romanc Lang,Italian (French and Italian),ITALIAN,642,3.658105939
1587,Italian Art: 1250-1400,Art History,ART HIST,106,2.836956522
1588,Italian Baroque Art,Art History,ART HIST,137,3.027522936
1589,Jainism: Relig of Non-Violence,Languages and Cultures of Asia,LCA,149,3.51369863
1590,Jainism: Relig of Non-Violence,Religious Studies,RELIG ST,149,3.51369863
1591,James Joyce,English,ENGL,177,3.233918129
1592,James Joyce,ENGLISH,ENGLISH,177,3.233918129
1593,"Japan, US-Crisis in Asia",History,HISTORY,205,3.315104167
1594,Japanese Lit in Translation,Literature in Translation,LITTRANS,243,3.126582278
1595,Javanese Performance Repertory,Dance,DANCE,48,3.614583333
1596,Javanese Performance Repertory,Folklore Program,FOLKLORE,48,3.614583333
1597,Javanese Performance Repertory,Theatre and Drama,THEATRE,48,3.614583333
1598,Jewish Lit: Greco-Roman Period,Classics,CLASSICS,104,3.158415842
1599,Jewish Lit: Greco-Roman Period,HEBREW,HEBR ST,104,3.158415842
1600,Jewish Lit: Greco-Roman Period,Jewish Studies,JEWISH,104,3.158415842
1601,Jewish Lit: Greco-Roman Period,Religious Studies,RELIG ST,104,3.158415842
1602,Justice and Health Care,Medical History and Bioethics,MED HIST,141,3.518248175
1603,Justice and Health Care,Philosophy,PHILOS,141,3.518248175
1604,Juvenile Delinquency,Sociology,SOC,190,3.14021164
1605,Kendo:Intgratn-Mrtl&Lib Art,East Asian Languages and Literature,E ASIAN,593,3.583333333
1606,Kendo:Intgratn-Mrtl&Lib Art,Kinesiology,KINES,593,3.583333333
1607,Kendo:Intgratn-Mrtl&Lib Art,PHYSICAL EDUC ACTIVITY PROGM,PE ACTIV,593,3.583333333
1608,"Korean Histry, 1945 to present",History,HISTORY,141,3.408759124
1609,Kultur des 20. Jahrhunderts,German,GERMAN,106,3.54368932
1610,L&S 2nd Yr Career Development,Interdisciplinary Courses (L&S),INTER-LS,765,3.812664908
1611,L&S Career Development,Interdisciplinary Courses (L&S),INTER-LS,266,3.743396226
1612,Lab in Behavioral Neurosci,Psychology,PSYCH,163,3.242331288
1613,Lab:Conservatn-Aquatic Rsrc,Zoology,ZOOLOGY,730,3.513085399
1614,Lactation,Dairy Science,DY SCI,194,3
1615,Land Surveying Fundamentals,Biological Systems Engineering,BSE,355,3.152542373
1616,Landscape Arch Tech II,Landscape Architecture,LAND ARC,222,3.222727273
1617,Landscape Invntry&Eval Meth,Landscape Architecture,LAND ARC,277,3.22810219
1618,Landscape Plants I,Horticulture,HORT,278,2.523636364
1619,Landscape Plants I,Landscape Architecture,LAND ARC,278,2.523636364
1620,Lang Devlp-Chld & Adolescnt,Communication Sciences and Disorders,CS&D,2770,3.495982469
1621,Lang&Society-Southeast Asia,Languages and Cultures of Asia,LCA,105,3.185
1622,"Language, Mind, and Brain",Psychology,PSYCH,1658,3.071428571
1623,Language&Social Interaction,Sociology,SOC,151,2.956375839
1624,Late Antiquity (200-900 C.E.),History,HISTORY,250,3.433333333
1625,Late Antiquity (200-900 C.E.),Medieval Studies,MEDIEVAL,250,3.433333333
1626,Late Antiquity (200-900 C.E.),Religious Studies,RELIG ST,250,3.433333333
1627,Latin Amer Economc Develpmt,Agricultural and Applied Economics,A A E,309,3.404290429
1628,Latin Amer Economc Develpmt,Economics,ECON,309,3.404290429
1629,Latin Amer Economc Develpmt,International Business,INTL BUS,309,3.404290429
1630,Latin America-Introduction,Afro-American Studies,AFROAMER,973,3.4
1631,Latin America-Introduction,Anthropology,ANTHRO,973,3.4
1632,Latin America-Introduction,Community and Environmental Sociology,C&E SOC,973,3.4
1633,Latin America-Introduction,Geography,GEOG,973,3.4
1634,Latin America-Introduction,History,HISTORY,973,3.4
1635,Latin America-Introduction,"Latin American, Caribbean, and Iberian Studies",LACIS,973,3.4
1636,Latin America-Introduction,Political Science,POLI SCI,973,3.4
1637,Latin America-Introduction,Sociology,SOC,973,3.4
1638,Latin America-Introduction,Spanish (Spanish and Portuguese),SPANISH,973,3.4
1639,Latin Lit of Roman Empire,Latin (Classics),LATIN,94,3.64516129
1640,Latin-American Politics,Political Science,POLI SCI,285,3.213261649
1641,Latinas: Self Ident&Social Chg,Chicana/o and Latina/o Studies,CHICLA,134,3.414179104
1642,Latinas: Self Ident&Social Chg,Gender and Women’s Studies,GEN&WS,134,3.414179104
1643,Latino/as and Media,Chicana/o and Latina/o Studies,CHICLA,116,3.565789474
1644,Latino/as and Media,Communication Arts,COM ARTS,116,3.565789474
1645,Law & Contemporary Problems,Law,LAW,2127,3.386234357
1646,Law and Economics,Economics,ECON,1896,3.065608466
1647,Law in Action,Legal Studies,LEGAL ST,589,3.641752577
1648,Law of Mass Communication,Journalism and Mass Communication,JOURN,882,2.896907216
1649,"Law, Politics and Society",Legal Studies,LEGAL ST,1643,3.150680693
1650,"Law, Politics and Society",Political Science,POLI SCI,1643,3.150680693
1651,Leadership and Teamwork,Military Science,MIL SCI,566,3.861702128
1652,Leadership&Mgt-Nonprofit Orgs,Civil Society and Community Studies,CSCS,372,3.674386921
1653,Leadership&Mgt-Nonprofit Orgs,Interdisciplinary Courses (SOHE),INTER-HE,372,3.674386921
1654,Learning a Stat Lang,Statistics,STAT,2141,3.591769158
1655,Legacy of Greece & Rome,Classics,CLASSICS,146,3.753472222
1656,Legal Pluralism,History,HISTORY,227,3.033783784
1657,Legal Pluralism,Legal Studies,LEGAL ST,227,3.033783784
1658,Legislative Process,Political Science,POLI SCI,691,3.010339734
1659,Life in Earth's Extreme Envir,Geoscience,GEOSCI,389,3.444736842
1660,Life in the Universe,Astronomy,ASTRON,1270,2.853789127
1661,Life in the Universe,Geoscience,GEOSCI,1270,2.853789127
1662,Life of the Past,Geoscience,GEOSCI,697,2.647314949
1663,Limnology-Aquatic Resources,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,2007,2.894191919
1664,Limnology-Aquatic Resources,Zoology,ZOOLOGY,2007,2.894191919
1665,Linear Alg & Diff Equations,Mathematics,MATH,7852,2.816636852
1666,Linear Algebra,Mathematics,MATH,883,3.070366133
1667,Linear Programming Methods,Computer Sciences,COMP SCI,1096,2.94598338
1668,Linear Programming Methods,Industrial and Systems Engineering,I SY E,1096,2.94598338
1669,Linear Programming Methods,Mathematics,MATH,1096,2.94598338
1670,Linear Programming Methods,Statistics,STAT,1096,2.94598338
1671,Lit & Culture of Asian America,Asian American Studies,ASIAN AM,479,3.467436975
1672,Lit & Culture of Asian America,English,ENGL,479,3.467436975
1673,Lit & the Other Disciplines,English,ENGL,421,3.545454545
1674,Lit & the Other Disciplines,ENGLISH,ENGLISH,421,3.545454545
1675,Lit des 20. & 21. Jahrhunderts,German,GERMAN,121,3.466101695
1676,Lit in Trans-Icelandic Saga,Folklore Program,FOLKLORE,97,3.181318681
1677,Lit in Trans-Icelandic Saga,Literature in Translation,LITTRANS,97,3.181318681
1678,Lit in Trans-Icelandic Saga,Medieval Studies,MEDIEVAL,97,3.181318681
1679,Lit: Pauline Christianity,Religious Studies,RELIG ST,210,3.487623762
1680,Literatura del Siglo de Oro,Spanish (Spanish and Portuguese),SPANISH,229,3.585526316
1681,Literatura Hispanoamericana,Spanish (Spanish and Portuguese),SPANISH,496,3.607723577
1682,Literature and Culture I,English,ENGL,702,3.467485549
1683,Literature and Culture II,English,ENGL,617,3.446755408
1684,Literature and Ideas,Comparative Literature,COMP LIT,242,3.510548523
1685,Literature and Popular Culture,English,ENGL,2732,3.497420781
1686,Literature and Popular Culture,ENGLISH,ENGLISH,2732,3.497420781
1687,Literature by Amer Ind Women,American Indian Studies,AMER IND,44,3.406976744
1688,Literature by Amer Ind Women,ENGLISH,ENGLISH,44,3.406976744
1689,Literature of Ancient Rome,Classics,CLASSICS,68,3.246268657
1690,"Literature, Gender & Sexuality",English,ENGL,1049,3.270038168
1691,"Literature, Gender & Sexuality",ENGLISH,ENGLISH,1049,3.270038168
1692,Livestock Production,Animal Sciences,AN SCI,894,3.278965129
1693,Livestock Production,Dairy Science,DY SCI,894,3.278965129
1694,Living with Wildlife,Forest and Wildlife Ecology,F&W ECOL,1071,3.023584906
1695,Local Culture-Upper Midwest,Folklore Program,FOLKLORE,245,3.46460177
1696,Loss Models I,Actuarial Science,ACT SCI,996,3.214357937
1697,Loss Models II,Actuarial Science,ACT SCI,514,3.26719057
1698,Love Poetry-Anct Mediterranean,Classics,CLASSICS,105,3.298076923
1699,Lt Tran:Dante-Divine Comedy,Literature in Translation,LITTRANS,506,3.164959016
1700,Lt Tran:Dante-Divine Comedy,Medieval Studies,MEDIEVAL,506,3.164959016
1701,Lt Tran:Dante-Divine Comedy,Religious Studies,RELIG ST,506,3.164959016
1702,Machine Learning,Computer Sciences,COMP SCI,885,3.674712644
1703,Machine Organizatn&Progrmng,Computer Sciences,COMP SCI,3690,3.084972678
1704,Machine Organizatn&Progrmng,Electrical and Computer Engineering,E C E,3690,3.084972678
1705,Maj Amer Novelists-1914-45,ENGLISH,ENGLISH,244,3.284810127
1706,Major American Writer(s),English,ENGL,28,2.777777778
1707,Major Authors,Afro-American Studies,AFROAMER,87,3.203703704
1708,Making of Modern Science,History of Science,HIST SCI,775,3.339760638
1709,Mang. Pharm. Syst. for Care,Social and Administrative Pharmacy,S&A PHM,299,2.859531773
1710,Manga,East Asian Languages and Literature,E ASIAN,445,3.260321101
1711,Manga,Literature in Translation,LITTRANS,445,3.260321101
1712,Manufacturing Fundamentals,Mechanical Engineering,M E,1690,3.074096028
1713,Manufacturing Processes,Mechanical Engineering,M E,2221,3.267132552
1714,Map Reading&Interpretation,Geography,GEOG,1287,3.191430818
1715,Marketing Channels,Marketing,MARKETNG,1418,3.41507431
1716,Marketing Communications,Marketing,MARKETNG,1528,3.473355263
1717,Marketing Management,Marketing,MARKETNG,13789,3.237719234
1718,Marketing Research,Marketing,MARKETNG,2763,3.455583756
1719,Marketing Strategy,Marketing,MARKETNG,1985,3.424357035
1720,Marriage and Family,Sociology,SOC,5692,3.18572695
1721,Mass Communication Practices,Journalism and Mass Communication,JOURN,2437,3.365913758
1722,Mass Communication&Society,Journalism and Mass Communication,JOURN,739,3.495185695
1723,Mass Media & Human Behavior,Communication Arts,COM ARTS,2175,3.074825175
1724,Mass Media and Minorities,Asian American Studies,ASIAN AM,384,3.442408377
1725,Mass Media and Minorities,Journalism and Mass Communication,JOURN,384,3.442408377
1726,Mass Media and the Consumer,Journalism and Mass Communication,JOURN,1150,3.440580986
1727,Mass Media in Multicultrl Amer,Journalism and Mass Communication,JOURN,789,3.378807107
1728,Mass Transfer Operations,Chemical and Biological Engineering,CBE,985,2.944613821
1729,Masterpieces of Afro Amer Lit,Afro-American Studies,AFROAMER,1642,3.382207068
1730,Materials Laboratory I,Materials Science and Engineering,M S & E,412,3.588235294
1731,Math for,Mathematics,MATH,1021,3.042647059
1732,Math for Tchng:,Mathematics,MATH,575,3.118006993
1733,Math for Tchng: Geom&Measrmnt,Mathematics,MATH,115,3.2
1734,Mathematical Logic,Mathematics,MATH,197,2.976923077
1735,Mathematical Logic,Philosophy,PHILOS,197,2.976923077
1736,Mathematical Models,Mathematics,MATH,320,3.257053292
1737,Mathematical Statistics I,Statistics,STAT,445,3.511363636
1738,Measrmt&Instrumntn-Biol Sys,Biological Systems Engineering,BSE,351,2.701149425
1739,Mechanical Vibrations,Engineering Mechanics and Astronautics,E M A,376,2.825333333
1740,Mechanics,Physics,PHYSICS,1018,3.164670659
1741,Mechanics of Continua,Engineering Mechanics and Astronautics,E M A,60,3.092592593
1742,Mechanics of Materials,Engineering Mechanics and Astronautics,E M A,4999,2.863572574
1743,Mechanics of Materials,Mechanical Engineering,M E,4999,2.863572574
1744,Mechanics of Materials Lab,Engineering Mechanics and Astronautics,E M A,3703,3.288570657
1745,Mechanics of Materials Lab,Mechanical Engineering,M E,3703,3.288570657
1746,Med Hist of Sex & Sexuality,Gender and Women’s Studies,GEN&WS,21,2.80952381
1747,Med Hist of Sex & Sexuality,History of Science,HIST SCI,21,2.80952381
1748,Med Hist of Sex & Sexuality,Medical History and Bioethics,MED HIST,21,2.80952381
1749,Med Term-Greek&Latin Origin,Classics,CLASSICS,447,3.521300448
1750,Media & Human Behavior,Communication Arts,COM ARTS,145,3.149305556
1751,Medical Anthropology,Anthropology,ANTHRO,154,3.62987013
1752,Medical Image Analysis,Biostatistics and Medical Informatics,B M I,33,3.338709677
1753,Medical Image Analysis,Computer Sciences,COMP SCI,33,3.338709677
1754,Medical Mycology,Medical Microbiology and Immunology,M M & I,420,3.497613365
1755,Medicinal Chemistry I,Pharmaceutical Sciences,PHM SCI,1504,3.24
1756,Medieval Europe 410-1500,History,HISTORY,785,3.443055556
1757,Medieval Monasticism,History,HISTORY,62,2.921052632
1758,Medieval Monasticism,Medieval Studies,MEDIEVAL,62,2.921052632
1759,Medieval Monasticism,Religious Studies,RELIG ST,62,2.921052632
1760,"Medievl, Renais&Early Mod Civ",French (French and Italian),FRENCH,653,3.608796296
1761,"Medievl, Renais&Early Mod Lit",French (French and Italian),FRENCH,781,3.58
1762,Meth-Sociological Inquiry,Community and Environmental Sociology,C&E SOC,3259,3.352941176
1763,Meth-Sociological Inquiry,Sociology,SOC,3259,3.352941176
1764,Methods-Social Wrk Research,Social Work,SOC WORK,849,3.178529063
1765,Meths-Teachng Fam & Consumr Ed,Civil Society and Community Studies,CSCS,126,3.456
1766,Meths-Teachng Fam & Consumr Ed,Curriculum and Instruction,CURRIC,126,3.456
1767,Meths-Teachng Fam & Consumr Ed,Interdisciplinary Courses (SOHE),INTER-HE,126,3.456
1768,Mexican-American Politics,Chicana/o and Latina/o Studies,CHICLA,92,3.214285714
1769,Mexican-American Politics,Political Science,POLI SCI,92,3.214285714
1770,Mgmt & Mrktg Non-Bus Majors,General Business,GEN BUS,1823,3.318285065
1771,Mgmt-Serv&Manufctng Operatn,Operations and Technology Management,OTM,933,3.063304721
1772,Mgt-Insurance Enterprise,Risk Management and Insurance,R M I,329,3.400914634
1773,Micro Genetics & Mol Machines,Microbiology,MICROBIO,934,3.098591549
1774,Microbial Genetics,Microbiology,MICROBIO,170,3.114457831
1775,Microelectronic Devices,Electrical and Computer Engineering,E C E,636,3.129337539
1776,Military Hist-United States,History,HISTORY,264,3.014056225
1777,"Mind, Brain and Education",Educational Psychology,ED PSYCH,829,3.592298289
